index,filename,function_name,smell,name_smell,message
137,F:\projects\mindsdbmindsdb\mindsdb\interfaces\model\model_controller.py,import_predictor,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
138,F:\projects\mindsdbmindsdb\mindsdb\interfaces\model\model_controller.py,get_model_info,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
139,F:\projects\mindsdbmindsdb\tests\integration_tests\flows\test_mysql_api.py,create_database,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
140,F:\projects\mindsdbmindsdb\tests\integration_tests\flows\test_mysql_api.py,test_create_predictor,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
141,F:\projects\mindsdbmindsdb\tests\integration_tests\flows\test_mysql_api.py,test_describe_predictor_attrs,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
142,F:\projects\mindsdbmindsdb\tests\integration_tests\flows\test_mysql_api.py,test_service_requests,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
143,F:\projects\mindsdbmindsdb\tests\integration_tests\flows\test_mysql_api.py,test_train_model_from_files,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
144,F:\projects\mindsdbmindsdb\tests\integration_tests\flows\test_mysql_api.py,test_select_from_files,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
145,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,clear_db,11,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
146,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,ret_to_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
147,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,set_handler,3,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
148,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,set_handler,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
149,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,set_project,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
150,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,set_predictor,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
151,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,set_predictor,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
152,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,get_tables_f,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
153,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,get_columns_f,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
154,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,native_query_f,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
155,F:\projects\mindsdbmindsdb\tests\unit\executor_test_base.py,predict_f,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
156,F:\projects\mindsdbmindsdb\tests\unit\test_merlion_handler.py,set_project,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
157,F:\projects\mindsdbmindsdb\tests\unit\test_merlion_handler.py,get_m4_df,3,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
158,F:\projects\mindsdbmindsdb\tests\unit\test_merlion_handler.py,get_nab_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
159,F:\projects\mindsdbmindsdb\tests\unit\test_predictor_params.py,test_use_predictor_params,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
160,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_autokeras.py,test_format_categorical_preds,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
161,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_autokeras.py,run_sql,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
162,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_autokeras.py,test_regression_with_numerical_training,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
163,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_autokeras.py,test_regression_with_categorical_training,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
164,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_autokeras.py,test_regression_with_nulls_in_training_data,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
165,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_autokeras.py,test_regression_with_bulk_predict_query,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
166,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_autokeras.py,test_regression_error_on_predict_query_missing_cols,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
167,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_autokeras.py,test_classification_with_numerical_training,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
168,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_huggingface.py,hf_test_run,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
169,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_lightwood.py,run_sql,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
170,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_lightwood.py,test_simple,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
171,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_lightwood.py,test_ts,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
172,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_ludwig.py,run_sql,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
173,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_ludwig.py,test_simple,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
174,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_time_series_utils.py,create_mock_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
175,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_time_series_utils.py,test_get_hierarchy_from_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
176,F:\projects\mindsdbmindsdb\tests\unit\ml_handlers\test_time_series_utils.py,test_reconcile_forecasts,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
0,F:\projects\MisaOguraflashtorch\flashtorch\activmax\gradient_ascent.py,_ascent,1,gradients_not_cleared_before_backward_propagation,Please consider to use zero_grad() before backward().
0,F:\projects\mlflowmlflow\examples\diviner\train.py,generate_data,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
1,F:\projects\mlflowmlflow\examples\evaluation\evaluate_with_custom_metrics_comprehensive.py,custom_artifact,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
2,F:\projects\mlflowmlflow\examples\flower_classifier\image_pyfunc.py,predict,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
3,F:\projects\mlflowmlflow\examples\flower_classifier\score_images_rest.py,score_model,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
4,F:\projects\mlflowmlflow\examples\flower_classifier\score_images_spark.py,score_model,4,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
5,F:\projects\mlflowmlflow\examples\hyperparam\train.py,run,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
6,F:\projects\mlflowmlflow\examples\multistep_workflow\train_keras.py,train_keras,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
7,F:\projects\mlflowmlflow\examples\multistep_workflow\train_keras.py,train_keras,3,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
8,F:\projects\mlflowmlflow\examples\pytorch\AxHyperOptimizationPTL\iris.py,training_step,1,pytorch_call_method_misused,is recommended to use self.net()
9,F:\projects\mlflowmlflow\examples\pytorch\AxHyperOptimizationPTL\iris.py,validation_step,1,pytorch_call_method_misused,is recommended to use self.net()
10,F:\projects\mlflowmlflow\examples\pytorch\AxHyperOptimizationPTL\iris.py,test_step,1,pytorch_call_method_misused,is recommended to use self.net()
11,F:\projects\mlflowmlflow\examples\pytorch\BertNewsClassification\bert_classification.py,get_20newsgroups,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
12,F:\projects\mlflowmlflow\examples\pytorch\BertNewsClassification\bert_classification.py,get_ag_news,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
13,F:\projects\mlflowmlflow\examples\pytorch\BertNewsClassification\bert_classification.py,training_step,1,pytorch_call_method_misused,is recommended to use self.net()
14,F:\projects\mlflowmlflow\examples\pytorch\BertNewsClassification\bert_classification.py,test_step,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
15,F:\projects\mlflowmlflow\examples\pytorch\BertNewsClassification\bert_classification.py,test_step,1,pytorch_call_method_misused,is recommended to use self.net()
16,F:\projects\mlflowmlflow\examples\pytorch\BertNewsClassification\bert_classification.py,validation_step,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
17,F:\projects\mlflowmlflow\examples\pytorch\BertNewsClassification\bert_classification.py,validation_step,1,pytorch_call_method_misused,is recommended to use self.net()
18,F:\projects\mlflowmlflow\examples\pytorch\CaptumExample\Titanic_Captum_Interpret.py,get_titanic,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
19,F:\projects\mlflowmlflow\examples\pytorch\IterativePruning\mnist.py,training_step,1,pytorch_call_method_misused,is recommended to use self.net()
20,F:\projects\mlflowmlflow\examples\pytorch\IterativePruning\mnist.py,validation_step,1,pytorch_call_method_misused,is recommended to use self.net()
21,F:\projects\mlflowmlflow\examples\pytorch\IterativePruning\mnist.py,test_step,1,pytorch_call_method_misused,is recommended to use self.net()
22,F:\projects\mlflowmlflow\examples\pytorch\MNIST\mnist_autolog_example.py,training_step,1,pytorch_call_method_misused,is recommended to use self.net()
23,F:\projects\mlflowmlflow\examples\pytorch\MNIST\mnist_autolog_example.py,validation_step,1,pytorch_call_method_misused,is recommended to use self.net()
24,F:\projects\mlflowmlflow\examples\pytorch\MNIST\mnist_autolog_example.py,test_step,1,pytorch_call_method_misused,is recommended to use self.net()
25,F:\projects\mlflowmlflow\mlflow\spacy.py,predict,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
26,F:\projects\mlflowmlflow\mlflow\deployments\__init__.py,get_predictions,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
27,F:\projects\mlflowmlflow\mlflow\gluon\__init__.py,predict,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
28,F:\projects\mlflowmlflow\mlflow\models\utils.py,_enforce_col_schema,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
29,F:\projects\mlflowmlflow\mlflow\models\utils.py,_enforce_schema,4,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
30,F:\projects\mlflowmlflow\mlflow\models\utils.py,_enforce_schema,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
31,F:\projects\mlflowmlflow\mlflow\models\utils.py,__init__,5,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
32,F:\projects\mlflowmlflow\mlflow\models\utils.py,__init__,3,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
33,F:\projects\mlflowmlflow\mlflow\models\utils.py,_handle_dataframe_input,5,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
34,F:\projects\mlflowmlflow\mlflow\models\utils.py,_handle_dataframe_input,3,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
35,F:\projects\mlflowmlflow\mlflow\models\evaluation\artifacts.py,_load_content_from_file,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
36,F:\projects\mlflowmlflow\mlflow\models\evaluation\default_evaluator.py,_get_classifier_per_class_metrics_collection_df,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
37,F:\projects\mlflowmlflow\mlflow\models\evaluation\default_evaluator.py,_get_dataframe_with_renamed_columns,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
38,F:\projects\mlflowmlflow\mlflow\models\evaluation\default_evaluator.py,_evaluate_custom_metrics_and_log_produced_artifacts,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
39,F:\projects\mlflowmlflow\mlflow\paddle\__init__.py,predict,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
40,F:\projects\mlflowmlflow\mlflow\pyfunc\scoring_server\__init__.py,parse_csv_input,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
41,F:\projects\mlflowmlflow\mlflow\pyspark\ml\__init__.py,register_evaluator_call,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
42,F:\projects\mlflowmlflow\mlflow\pytorch\__init__.py,predict,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
43,F:\projects\mlflowmlflow\mlflow\recipes\cards\pandas_renderer.py,convert_to_dataset_feature_statistics,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
44,F:\projects\mlflowmlflow\mlflow\recipes\cards\pandas_renderer.py,convert_to_proto,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
45,F:\projects\mlflowmlflow\mlflow\recipes\cards\__init__.py,add_tab,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
46,F:\projects\mlflowmlflow\mlflow\recipes\steps\evaluate.py,_build_profiles_and_card,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
47,F:\projects\mlflowmlflow\mlflow\recipes\steps\split.py,_parallelize,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
48,F:\projects\mlflowmlflow\mlflow\recipes\steps\train.py,_get_user_defined_estimator,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
49,F:\projects\mlflowmlflow\mlflow\recipes\steps\transform.py,_run,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
50,F:\projects\mlflowmlflow\mlflow\recipes\steps\automl\flaml.py,_create_custom_metric_flaml,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
51,F:\projects\mlflowmlflow\mlflow\recipes\steps\automl\flaml.py,calc_metric,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
52,F:\projects\mlflowmlflow\mlflow\recipes\utils\wrapped_recipe_model.py,predict,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
53,F:\projects\mlflowmlflow\mlflow\sklearn\__init__.py,register_metric_api_call,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
54,F:\projects\mlflowmlflow\mlflow\tensorflow\__init__.py,_add_to_queue,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
55,F:\projects\mlflowmlflow\mlflow\tensorflow\__init__.py,predict,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
56,F:\projects\mlflowmlflow\mlflow\tracking\fluent.py,start_run,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
57,F:\projects\mlflowmlflow\mlflow\tracking\fluent.py,search_runs,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
58,F:\projects\mlflowmlflow\mlflow\utils\proto_json_utils.py,dataframe_from_parsed_json,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
59,F:\projects\mlflowmlflow\mlflow\utils\proto_json_utils.py,_get_jsonable_obj,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
60,F:\projects\mlflowmlflow\tests\catboost\test_catboost_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
61,F:\projects\mlflowmlflow\tests\fastai\test_fastai_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
62,F:\projects\mlflowmlflow\tests\gluon\test_gluon_model_export.py,gluon_model,3,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
63,F:\projects\mlflowmlflow\tests\gluon\test_gluon_model_export.py,test_model_save_load,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
64,F:\projects\mlflowmlflow\tests\gluon\test_gluon_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
65,F:\projects\mlflowmlflow\tests\h2o\test_h2o_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
66,F:\projects\mlflowmlflow\tests\lightgbm\test_lightgbm_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
67,F:\projects\mlflowmlflow\tests\onnx\test_onnx_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
68,F:\projects\mlflowmlflow\tests\paddle\test_paddle_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
69,F:\projects\mlflowmlflow\tests\pyfunc\test_model_export_with_class_and_artifacts.py,test_pyfunc_cli_predict_command_with_conda_env_activation_succeeds,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
70,F:\projects\mlflowmlflow\tests\pyfunc\test_model_export_with_class_and_artifacts.py,custom_warn,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
71,F:\projects\mlflowmlflow\tests\pyfunc\test_model_export_with_class_and_artifacts.py,custom_warn,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
72,F:\projects\mlflowmlflow\tests\pyfunc\test_model_export_with_loader_module_and_data_path.py,test_column_schema_enforcement,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
73,F:\projects\mlflowmlflow\tests\pyfunc\test_spark.py,test_spark_udf_embedded_model_server_killed_when_job_canceled,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
74,F:\projects\mlflowmlflow\tests\pytorch\iris.py,training_step,1,pytorch_call_method_misused,is recommended to use self.net()
75,F:\projects\mlflowmlflow\tests\pytorch\iris.py,training_step,1,pytorch_call_method_misused,is recommended to use self.net()
76,F:\projects\mlflowmlflow\tests\pytorch\iris.py,validation_step,1,pytorch_call_method_misused,is recommended to use self.net()
77,F:\projects\mlflowmlflow\tests\pytorch\iris.py,test_step,1,pytorch_call_method_misused,is recommended to use self.net()
78,F:\projects\mlflowmlflow\tests\pytorch\iris.py,test_step,1,pytorch_call_method_misused,is recommended to use self.net()
79,F:\projects\mlflowmlflow\tests\pytorch\test_pytorch_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
80,F:\projects\mlflowmlflow\tests\pytorch\test_pytorch_model_export.py,test_pyfunc_model_serving_with_module_scoped_subclassed_model_and_default_conda_env,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
81,F:\projects\mlflowmlflow\tests\pytorch\test_pytorch_model_export.py,test_pyfunc_model_serving_with_main_scoped_subclassed_model_and_custom_pickle_module,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
82,F:\projects\mlflowmlflow\tests\pytorch\test_pytorch_model_export.py,test_load_model_succeeds_with_dependencies_specified_via_code_paths,1,dataframe_conversion_api_misused,Please consider to use numpy instead values to convert dataframe. The function 'values' is deprecated.The value return of this function is unclear.
83,F:\projects\mlflowmlflow\tests\pytorch\test_pytorch_model_export.py,custom_warn,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
84,F:\projects\mlflowmlflow\tests\pytorch\test_pytorch_model_export.py,track_module_imports,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
85,F:\projects\mlflowmlflow\tests\pytorch\test_pytorch_model_export.py,track_module_imports,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
86,F:\projects\mlflowmlflow\tests\recipes\test_ingest_step.py,test_ingests_delta_with_timestamp_successfully,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
87,F:\projects\mlflowmlflow\tests\resources\mlflow-test-plugin\mlflow_test_plugin\dummy_evaluator.py,_save,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
88,F:\projects\mlflowmlflow\tests\resources\mlflow-test-plugin\mlflow_test_plugin\dummy_evaluator.py,_load_content_from_file,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
89,F:\projects\mlflowmlflow\tests\resources\onnx\generate_onnx_models.py,generate_sklearn_onnx_model,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
90,F:\projects\mlflowmlflow\tests\sklearn\test_sklearn_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
91,F:\projects\mlflowmlflow\tests\spacy\test_spacy_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
92,F:\projects\mlflowmlflow\tests\spark\test_spark_model_export.py,test_sparkml_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
93,F:\projects\mlflowmlflow\tests\spark\autologging\ml\test_pyspark_ml_autologging.py,test_find_and_set_features_col_as_vector_if_needed,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
94,F:\projects\mlflowmlflow\tests\statsmodels\model_fixtures.py,failing_logit_model,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
95,F:\projects\mlflowmlflow\tests\statsmodels\model_fixtures.py,recursivels_model,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
96,F:\projects\mlflowmlflow\tests\statsmodels\model_fixtures.py,gee_model,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
97,F:\projects\mlflowmlflow\tests\statsmodels\model_fixtures.py,arma_model,1,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
98,F:\projects\mlflowmlflow\tests\statsmodels\test_statsmodels_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
99,F:\projects\mlflowmlflow\tests\tensorflow\iris_data_utils.py,load_data,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
100,F:\projects\mlflowmlflow\tests\tensorflow\save_tf_estimator_model.py,save_tf_iris_model,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
101,F:\projects\mlflowmlflow\tests\tensorflow\save_tf_estimator_model.py,save_tf_categorical_model,2,columns_and_datatype_not_explicitly_set,columns and datatype not explicit
102,F:\projects\mlflowmlflow\tests\tensorflow\test_keras_model_export.py,get_model,2,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
103,F:\projects\mlflowmlflow\tests\tensorflow\test_keras_model_export.py,get_tf_keras_model,2,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
104,F:\projects\mlflowmlflow\tests\tensorflow\test_keras_model_export.py,custom_model,2,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
105,F:\projects\mlflowmlflow\tests\tensorflow\test_keras_model_export.py,test_model_save_accepts_conda_env_as_dict,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
106,F:\projects\mlflowmlflow\tests\tensorflow\test_keras_pyfunc_model_works_with_all_input_types.py,single_tensor_input_model,2,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
107,F:\projects\mlflowmlflow\tests\tensorflow\test_keras_pyfunc_model_works_with_all_input_types.py,single_multidim_tensor_input_model,3,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
108,F:\projects\mlflowmlflow\tests\utils\test_file_utils.py,mock_request_side_effect,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
109,F:\projects\mlflowmlflow\tests\utils\test_file_utils.py,mock_request_side_effect,1,in_place_apis_misused,We suggest developers check whether the result of the operation is assigned to a variable or the in-place parameter is set in the API. Some developers hold the view that the in-place operation will save memory
